SI,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,MaxAbsPartialCharge,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_LOGPHI,BCUT2D_MRLOW,Ipc,PEOE_VSA10,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA5,PEOE_VSA6,PEOE_VSA8,PEOE_VSA9,SMR_VSA10,SMR_VSA2,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA3,SlogP_VSA7,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState4,VSA_EState5,VSA_EState8,VSA_EState9,FractionCSP3,NumAliphaticHeterocycles,NumRotatableBonds,MolLogP,fr_Al_COO,fr_ArN,fr_Ar_COO,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_aldehyde,fr_alkyl_carbamate,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azo,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone_Topliss,fr_lactone,fr_morpholine,fr_nitro,fr_nitro_arom,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea
28.125,-1.775192564851631,1.1974652230595602,0.8607935942907872,-0.7422530530834162,-1.6390435220507673,-2.7765942946391218,-0.5829254241678731,-0.17993210247438243,0.9182006263377528,1.057751321245722,-0.04073576586885318,-0.6539875112736886,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,1.3605500954455065,1.702794438563167,-1.1859250364455798,-0.3025124070844016,-0.0959868542807156,-0.03854292466682594,-0.5446608085251223,-0.9766538662266674,-0.6598547264403958,-1.06851821408109,-0.21780379100803793,-0.9623390792129761,-0.15459279778744908,-1.0893888603253212,0.34598074789651595,0.32151384857294496,2.0545598675074768,-0.04646464239147247,-0.7142400962728886,1.0928113252109473,0.9328304438985952,0.6680494598986724,2.08395821849483,-0.3550029672360541,1.281586567692068,-0.872304757512862,1.0189486332101154,1.7687862878018408,-0.2272017787327021,-0.12385701611862018,-0.03380617018914066,-0.8169018907471424,-0.22158925156059722,-0.03380617018914066,4.504116244492829,0.3885174585641721,-0.6179320419682961,-0.35295295219518763,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,-0.4667444381172051,-0.09600307214746387,-0.4568194420235384,-0.40698959960472414,-0.08304547985373996,1.7598588202706829,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,-0.17421742927389147,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,2.6640042846760172,-0.07576627302822694
7.000000000000001,-2.118303111039746,2.051717550061845,0.9515039005004262,-0.5302021096310917,-1.3743553455840498,-2.866632999414704,-0.5725935047619332,-0.20129149915809194,0.9880753024897287,0.7645332964728329,-0.04073576586885318,-0.6539875112736886,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,1.3605500954455065,-0.41179554854801975,-1.1859250364455798,-1.1449421144822003,-0.0959868542807156,-0.03854292466682594,-0.5446608085251223,0.7286429171330581,-0.6598547264403958,-1.06851821408109,-0.21780379100803793,-0.9623390792129761,-0.15459279778744908,-1.0893888603253212,0.34598074789651595,0.25101253123308176,2.6445035606771397,-0.859590506019872,-0.7142400962728886,1.6324964292792603,0.0321519033025731,0.7238310398937717,2.2055825861774903,-0.3550029672360541,1.5270079219298183,-0.872304757512862,1.6444559931905367,1.300065856968693,-0.2272017787327021,-0.12385701611862018,-0.03380617018914066,-0.8169018907471424,-0.22158925156059722,-0.03380617018914066,-0.3520140080311319,-0.805662519338336,2.7338231825780035,-0.35295295219518763,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,-0.4667444381172051,-0.09600307214746387,-0.4568194420235384,-0.40698959960472414,-0.08304547985373996,1.7598588202706829,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,-0.17421742927389147,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,2.6640042846760172,-0.07576627302822694
0.72,-2.5224882027412545,2.106256452768871,0.9572952111103168,-1.4776192808429462,-1.2123860344684585,-3.193023304226197,-0.5469855825774966,-0.21636257632468886,1.0939387303239274,-3.4166924614982253,-0.040730978884003184,-0.6539875112736886,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,0.740052630218026,0.6417130027990631,3.03091754445065,-1.1449421144822003,-0.0959868542807156,1.6716840820273593,-0.5446608085251223,-0.9766538662266674,-0.6598547264403958,-1.06851821408109,-0.21780379100803793,-0.9623390792129761,-0.15459279778744908,-1.0893888603253212,0.34598074789651595,0.25101253123308176,3.048603517459742,-0.859590506019872,-0.7142400962728886,2.5235710829129636,0.042544468517288485,0.7299305304123193,2.3143600573858993,5.7510941943143,1.5270079219298183,-0.872304757512862,1.6444559931905367,1.7726696385129688,-0.2272017787327021,-0.12385701611862018,-0.03380617018914066,-0.8169018907471424,-0.22158925156059722,-0.03380617018914066,-0.3520140080311319,0.3885174585641721,-0.6179320419682961,-0.35295295219518763,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,-0.4667444381172051,-0.09600307214746387,-0.4568194420235384,-0.40698959960472414,-0.08304547985373996,1.7598588202706829,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,6.461194224809976,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,2.6640042846760172,-0.07576627302822694
1.3,-1.7581037694900599,0.5173618690570079,0.788575607232721,-0.6873654713949467,-2.122127588892884,-2.9386639632351725,-0.5823274890415424,-0.18009186703002175,0.9375352181393912,1.05857595377434,-0.04065886108889051,-0.6539875112736886,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,1.912539769770281,0.5127718224802611,-0.28708441473258856,0.5363334243849007,-0.0959868542807156,-0.832636292316336,-0.5446608085251223,-0.9766538662266674,0.8821854988000897,-0.24714281655122766,-0.21780379100803793,-0.9623390792129761,-0.15459279778744908,-0.1938958358039568,-0.4177727793335366,0.6513753111627757,1.9133551043398205,-0.859590506019872,-0.7142400962728886,3.5558981142492057,2.3799076301138458,0.6084379084198356,1.6802184396132738,-0.3550029672360541,0.17347196825495195,-0.872304757512862,0.08068759323948357,2.7365172850149277,-0.2272017787327021,-0.12385701611862018,-0.03380617018914066,-0.8169018907471424,-0.22158925156059722,-0.03380617018914066,4.504116244492829,0.3885174585641721,-0.6179320419682961,-0.35295295219518763,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,-0.4667444381172051,-0.09600307214746387,-0.4568194420235384,-0.40698959960472414,-0.08304547985373996,1.7598588202706829,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,-0.17421742927389147,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,-0.1408848419780586,-0.07576627302822694
2.0,-1.5739596590708307,0.5616750049769034,0.7932810765669501,0.6380957319656229,-0.23845882819531544,-0.8641722052057136,-0.5830204439049965,-0.18005603093064892,0.8821518406074815,1.0586352939471353,-0.04073692775439255,-0.6539875112736886,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,0.9088921913273236,0.01826318388725927,-0.736504725589084,0.11511857068600133,-0.0959868542807156,-0.4847954382389467,-0.5446608085251223,-0.05715100144365886,0.8821854988000897,-0.24714281655122766,-0.21780379100803793,-0.9623390792129761,-0.15459279778744908,-0.641642348064639,-0.7996495429485628,0.23657390967109407,0.7877714083840831,-0.859590506019872,-0.11915779732158654,1.8859267554662265,3.49525028889379,0.31037798962027924,0.37475898839369615,-0.3550029672360541,-0.2763055070345223,-0.872304757512862,-0.23206608675072704,1.1169173290551195,-0.2272017787327021,7.109392725208799,-0.03380617018914066,-0.8169018907471424,-0.22158925156059722,-0.03380617018914066,2.0760511182308488,-0.20857253038708193,-0.6179320419682961,2.7701458975319273,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,-0.4667444381172051,-0.09600307214746387,1.0253058587639416,-0.40698959960472414,-0.08304547985373996,0.3640812498251254,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,-0.17421742927389147,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,-0.1408848419780586,-0.07576627302822694
0.7700000000000001,-2.535406337401691,1.444603905020853,0.8870364558064521,-1.1597767600921813,-1.6450735889977732,-3.199083601663015,-0.54650738653671,-0.21707196698442777,1.1133161309101196,0.5772575328109224,-0.04039516611972761,0.21816552204112555,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,1.912539769770281,0.6417130027990631,1.9965772284013683,-0.3060962830128987,-0.0959868542807156,0.8775907143778494,-0.5446608085251223,0.4612250247204762,0.8821854988000897,-0.24714281655122766,-0.21780379100803793,-0.9623390792129761,-0.15459279778744908,-1.0893888603253212,1.1981479438137312,0.48254251423618294,1.9111648194005522,-0.859590506019872,-0.7142400962728886,4.986657871951225,1.8583334577870412,0.6686443294605935,1.7922417996944746,5.536628904872794,0.4922584283868701,-0.872304757512862,0.7061949532199048,2.603512523158797,-0.2272017787327021,-0.12385701611862018,-0.03380617018914066,-0.8169018907471424,-0.22158925156059722,-0.03380617018914066,-0.3520140080311319,0.3885174585641721,-0.6179320419682961,-0.35295295219518763,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,-0.4667444381172051,-0.09600307214746387,-0.4568194420235384,-0.40698959960472414,-0.08304547985373996,1.7598588202706829,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,6.461194224809976,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,-0.1408848419780586,-0.07576627302822694
0.82,0.8686219382776317,-0.5931326798415741,0.43491358700105454,-1.6825234157824631,-0.8123283599927803,-2.598282349887474,-0.4929786515860026,-0.5756273009227898,0.6172599875805369,-0.27523055256789036,0.06510460718457432,-0.6539875112736886,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,4.71912538824375,-0.3203512115533533,-0.3301341397118548,-0.2736784351074124,-0.0959868542807156,-0.03854292466682594,-0.5446608085251223,0.7286429171330581,-0.6598547264403958,3.1863141267476656,-0.21780379100803793,-0.08262588295932476,-0.15459279778744908,1.6784850100578492,0.48784749644342434,5.34258782769056,1.2439378676555721,-0.859590506019872,-0.7142400962728886,4.182611295406898,2.1767271793190135,0.9153452274129579,2.626926539347463,-0.3550029672360541,0.5766528906261886,-0.872304757512862,2.5827170331611686,3.5725541512368864,-0.2272017787327021,-0.12385701611862018,-0.03380617018914066,1.3128780387007646,-0.22158925156059722,-0.03380617018914066,-0.3520140080311319,-0.805662519338336,2.7338231825780035,-0.35295295219518763,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,2.3627927784272353,-0.09600307214746387,-0.4568194420235384,4.193305745604802,-0.08304547985373996,3.1556363907162406,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,-0.17421742927389147,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,3.5989673268940425,-0.07576627302822694
3.070680628272251,0.9745634108530652,-0.9468594223878282,0.36651879972043316,-1.8214317921183896,-1.211852009026931,-2.790810932235264,-0.4929709025728962,-0.5757647611442798,0.6359590155076275,-0.2523733614814406,3.011591347142099,-0.6539875112736886,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,4.960866329954784,-0.4762454547057433,-0.3301341397118548,0.5651673963618898,-0.0959868542807156,-0.18753564902551495,-0.5446608085251223,0.7286429171330581,0.8821854988000897,4.007689524277527,-0.21780379100803793,-0.08262588295932476,-0.15459279778744908,0.7829919855364847,0.48784749644342434,4.32229310979555,1.166654609080255,-0.859590506019872,-0.7142400962728886,6.645698084445158,3.4026245487574873,0.7557768006708735,2.330290577233158,-0.3550029672360541,-0.038132035284515184,-0.872304757512862,1.331702313200326,4.5361590883193985,-0.2272017787327021,-0.12385701611862018,-0.03380617018914066,1.3128780387007646,-0.22158925156059722,-0.03380617018914066,-0.3520140080311319,-0.805662519338336,2.7338231825780035,-0.35295295219518763,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,2.3627927784272353,-0.09600307214746387,2.507431159551422,4.193305745604802,-0.08304547985373996,3.1556363907162406,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,-0.17421742927389147,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,-0.1408848419780586,-0.07576627302822694
7.857142857142859,-1.5442281829522204,0.37963252084592775,0.7739505708642246,0.5949656340295851,0.5423664403259701,-0.8641722052057136,-0.47082996123134624,-0.18002714667680667,0.8830576287421139,1.0586342783013567,-0.04073692775439255,0.22769239286768683,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,-0.2635949482249319,0.0182631838872583,-0.736504725589084,0.11511857068600133,-0.0959868542807156,-0.4847954382389467,0.4792107434585347,0.7024952587296605,0.8821854988000897,-1.06851821408109,-0.21780379100803793,-0.9623390792129761,-0.15459279778744908,-0.641642348064639,-0.7996495429485628,1.0425703373724515,-0.0031036692295300593,-0.859590506019872,1.6660890995323199,0.038611663687532084,2.5066792813032146,0.8985716121387661,0.363347404646418,-0.3550029672360541,-0.35827429926017423,-0.872304757512862,-0.23206608675072704,1.214729225091656,-0.2272017787327021,7.109392725208799,-0.03380617018914066,-0.8169018907471424,-0.22158925156059722,-0.03380617018914066,2.0760511182308488,-0.20857253038708193,-0.6179320419682961,2.7701458975319273,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,-0.4667444381172051,-0.09600307214746387,1.0253058587639416,-0.40698959960472414,-0.08304547985373996,0.3640812498251254,-0.05862103817605491,-0.46073962195548707,-0.02938853328012082,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,-0.17421742927389147,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,-0.1408848419780586,-0.07576627302822694
1.664335664335664,-2.5339312298840193,1.1566661595564396,0.8564612730006345,0.30562185695222305,-1.1474082916414208,0.08963780738363988,-0.5518252524915288,-0.5738299682378666,0.5495079155742492,-3.236003868944559,-0.040737284644003995,-0.6539875112736886,-0.4577022515153191,-0.5064436271087676,-0.5871833815703328,-0.40920870809476034,1.2605683318673193,-1.0180742885247627,1.0019775707016376,-1.1449421144822003,-0.0959868542807156,0.8470806465290578,-0.5446608085251223,-0.9766538662266674,-0.6598547264403958,0.445562916550003,-0.21780379100803793,-0.9623390792129761,-0.15459279778744908,-1.0893888603253212,-0.00042932858178344226,-0.6965382210840171,1.153345636552743,-0.06756743458887256,-0.7142400962728886,2.386738915027863,1.23251256454331,0.5550667264155671,1.0457786443837567,3.897307073036507,0.6947094162539685,-0.872304757512862,-0.23206608675072704,0.9946888654223669,-0.2272017787327021,-0.12385701611862018,-0.03380617018914066,-0.8169018907471424,-0.22158925156059722,-0.03380617018914066,-0.3520140080311319,-0.20857253038708193,-0.6179320419682961,-0.35295295219518763,-0.23525135329386163,-0.2972355605659197,-0.1947169534044942,-0.047836487323493986,-0.11276862598161044,-0.44880613533960434,-0.4667444381172051,-0.09600307214746387,-0.4568194420235384,1.8931580730000392,-0.08304547985373996,1.0619700350479042,-0.05862103817605491,-0.46073962195548707,-0.7251819158040627,-0.21920773892198472,-0.047836487323493986,-0.05862103817605491,-0.2688842772304569,-0.2381067261287347,-0.17139779254776524,-0.2766733583531233,-0.2065750465756893,-0.22749189554865396,-0.17139779254776524,-0.11276862598161044,-0.06772854614785963,-0.08578872660073425,-0.39025672539921713,-0.25604096983302216,-0.088121024316907,-0.1363988678940947,-0.18171094607790778,3.1434883977680417,-0.22076627043365746,-0.08975096603010557,-0.08975096603010559,-0.03380617018914066,-0.03380617018914066,-0.2434138498472523,-0.2783716488936132,-0.1408848419780586,-0.07576627302822694
